From,RelationType,To
"BinaryDataAttributeDrawer",usa,"RawDataDrawer"
"BinaryDataAttributeDrawer",usa,"SerializedProperty"
"BinaryDataAttributeDrawer",usa,"FusionEditorGUI"
"BinaryDataAttributeDrawer",usa,"PropertyScope"
"BinaryDataAttributeDrawer",usa,"EditorGUIUtility"
"BinaryDataAttributeDrawer",usa,"EditorGUI"
"BinaryDataAttributeDrawer",usa,"EnabledScope"
"BinaryDataAttributeDrawer",usa,"UnityInternal"
"DecoratingPropertyAttributeDrawer",hereda,"PropertyDrawer"
"DecoratingPropertyAttributeDrawer",usa,"SerializedProperty"
"DecoratingPropertyAttributeDrawer",usa,"FusionEditorGUI"
"DecoratingPropertyAttributeDrawer",usa,"EditorGUI"
"DecoratingPropertyAttributeDrawer",usa,"INonApplicableOnArrayElements"
"DecoratingPropertyAttributeDrawer",usa,"UnityInternal"
"DecoratingPropertyAttributeDrawer",usa,"ScriptAttributeUtility"
"DecoratingPropertyAttributeDrawer",usa,"PropertyDrawerForArrayWorkaround"
"DecoratingPropertyAttributeDrawer",usa,"DecoratorDrawer"
"DirectoryPathAttributeDrawer",hereda,"PropertyDrawerWithErrorHandling"
"DirectoryPathAttributeDrawer",usa,"SerializedProperty"
"DirectoryPathAttributeDrawer",usa,"EditorGUIUtility"
"DirectoryPathAttributeDrawer",usa,"EditorApplication"
"DirectoryPathAttributeDrawer",usa,"EditorUtility"
"DirectoryPathAttributeDrawer",usa,"PathUtils"
"DirectoryPathAttributeDrawer",usa,"EditorGUI"
"DisplayAsEnumAttributeDrawer",hereda,"PropertyDrawerWithErrorHandling"
"DisplayAsEnumAttributeDrawer",usa,"EnumDrawer"
"DisplayAsEnumAttributeDrawer",usa,"SerializedProperty"
"DisplayAsEnumAttributeDrawer",usa,"FusionEditorGUI"
"DisplayAsEnumAttributeDrawer",usa,"PropertyScopeWithPrefixLabel"
"PropertyDrawerForArrayWorkaround",usa,"DisplayNameAttributeDrawer"
"DisplayNameAttributeDrawer",hereda,"DecoratingPropertyAttributeDrawer"
"DisplayNameAttributeDrawer",implementa,"INonApplicableOnArrayElements"
"DisplayNameAttributeDrawer",usa,"SerializedProperty"
"DoIfAttributeDrawer",hereda,"DecoratingPropertyAttributeDrawer"
"DoIfAttributeDrawer",implementa,"INonApplicableOnArrayElements"
"DoIfAttributeDrawer",usa,"SerializedProperty"
"PropertyDrawerForArrayWorkaround",usa,"DrawIfAttributeDrawer"
"DrawIfAttributeDrawer",hereda,"DoIfAttributeDrawer"
"DrawIfAttributeDrawer",usa,"SerializedProperty"
"DrawIfAttributeDrawer",usa,"EditorGUIUtility"
"DrawIfAttributeDrawer",usa,"EditorGUI"
"DrawInlineAttributeDrawer",hereda,"PropertyDrawer"
"DrawInlineAttributeDrawer",usa,"SerializedProperty"
"DrawInlineAttributeDrawer",usa,"EditorGUI"
"DrawInlineAttributeDrawer",usa,"FusionEditorGUI"
"DrawInlineAttributeDrawer",usa,"EditorGUIUtility"
"PropertyDrawerForArrayWorkaround",usa,"ErrorIfAttributeDrawer"
"ErrorIfAttributeDrawer",hereda,"MessageIfDrawerBase"
"ErrorIfAttributeDrawer",usa,"FusionEditorSkin"
"ExpandableEnumAttributeDrawer",hereda,"PropertyDrawerWithErrorHandling"
"ExpandableEnumAttributeDrawer",usa,"EnumDrawer"
"ExpandableEnumAttributeDrawer",usa,"LazyGUIStyle"
"ExpandableEnumAttributeDrawer",usa,"SerializedProperty"
"ExpandableEnumAttributeDrawer",usa,"EditorGUIUtility"
"ExpandableEnumAttributeDrawer",usa,"FusionEditorGUI"
"ExpandableEnumAttributeDrawer",usa,"PropertyScope"
"ExpandableEnumAttributeDrawer",usa,"EditorGUI"
"ExpandableEnumAttributeDrawer",usa,"EnabledScope"
"ExpandableEnumAttributeDrawer",usa,"Event"
"ExpandableEnumAttributeDrawer",usa,"FusionCodeDoc"
"ExpandableEnumAttributeDrawer",usa,"FusionEditorSkin"
"PropertyDrawerForArrayWorkaround",usa,"FieldEditorButtonAttributeDrawer"
"FieldEditorButtonAttributeDrawer",hereda,"DecoratingPropertyAttributeDrawer"
"FieldEditorButtonAttributeDrawer",usa,"SerializedProperty"
"FieldEditorButtonAttributeDrawer",usa,"EditorGUIUtility"
"FieldEditorButtonAttributeDrawer",usa,"EditorGUI"
"FieldEditorButtonAttributeDrawer",usa,"DisabledGroupScope"
"HideArrayElementLabelAttributeDrawer",hereda,"DecoratingPropertyAttributeDrawer"
"HideArrayElementLabelAttributeDrawer",usa,"SerializedProperty"
"PropertyDrawerForArrayWorkaround",usa,"InlineHelpAttributeDrawer"
"InlineHelpAttributeDrawer",hereda,"DecoratingPropertyAttributeDrawer"
"InlineHelpAttributeDrawer",implementa,"INonApplicableOnArrayElements"
"InlineHelpAttributeDrawer",usa,"SerializedProperty"
"InlineHelpAttributeDrawer",usa,"FusionEditorGUI"
"InlineHelpAttributeDrawer",usa,"GUIContentScope"
"InlineHelpAttributeDrawer",usa,"EditorGUI"
"InlineHelpAttributeDrawer",usa,"FusionCodeDoc"
"InlineHelpAttributeDrawer",usa,"PropertyDrawer"
"InlineHelpAttributeDrawer",usa,"FusionPropertyDrawerMetaAttribute"
"InlineHelpAttributeDrawer",usa,"EnabledScope"
"InlineHelpAttributeDrawer",usa,"FusionEditorSkin"
"LayerAttributeDrawer",hereda,"PropertyDrawer"
"LayerAttributeDrawer",usa,"SerializedProperty"
"LayerAttributeDrawer",usa,"EditorGUI"
"LayerAttributeDrawer",usa,"FusionEditorGUI"
"LayerAttributeDrawer",usa,"PropertyScope"
"LayerAttributeDrawer",usa,"ShowMixedValueScope"
"PropertyDrawerForArrayWorkaround",usa,"LayerMatrixAttributeDrawer"
"LayerMatrixAttributeDrawer",hereda,"PropertyDrawerWithErrorHandling"
"LayerMatrixAttributeDrawer",implementa,"INonApplicableOnArrayElements"
"LayerMatrixAttributeDrawer",usa,"SerializedProperty"
"LayerMatrixAttributeDrawer",usa,"FusionEditorGUI"
"LayerMatrixAttributeDrawer",usa,"PropertyScopeWithPrefixLabel"
"LayerMatrixAttributeDrawer",usa,"LayerMatrixPopup"
"LayerMatrixAttributeDrawer",usa,"EditorGUIUtility"
"LayerMatrixAttributeDrawer",usa,"UnityInternal"
"LayerMatrixAttributeDrawer",usa,"LayerMatrixGUI"
"LayerMatrixPopup",hereda,"PopupWindowContent"
"LayerMatrixPopup",usa,"UnityInternal"
"LayerMatrixPopup",usa,"LayerMatrixGUI"
"LayerMatrixPopup",usa,"FusionEditorGUI"
"MaxStringByteCountAttributeDrawer",hereda,"PropertyDrawerWithErrorHandling"
"MaxStringByteCountAttributeDrawer",usa,"SerializedProperty"
"MaxStringByteCountAttributeDrawer",usa,"FusionEditorGUI"
"MaxStringByteCountAttributeDrawer",usa,"PropertyScope"
"MessageIfDrawerBase",hereda,"DoIfAttributeDrawer"
"MessageIfDrawerBase",usa,"SerializedProperty"
"MessageIfDrawerBase",usa,"EditorGUIUtility"
"MessageIfDrawerBase",usa,"FusionEditorGUI"
"PropertyDrawerForArrayWorkaround",hereda,"DecoratorDrawer"
"PropertyDrawerForArrayWorkaround",usa,"RedirectCustomPropertyDrawerAttribute"
"PropertyDrawerForArrayWorkaround",usa,"UnityInternal"
"PropertyDrawerForArrayWorkaround",usa,"PropertyHandler"
"PropertyDrawerForArrayWorkaround",usa,"PropertyDrawer"
"PropertyDrawerForArrayWorkaround",usa,"ScriptAttributeUtility"
"PropertyDrawerForArrayWorkaround",usa,"DummyPropertyDrawer"
"PropertyDrawerForArrayWorkaround",usa,"SerializedProperty"
"PropertyDrawerForArrayWorkaround",usa,"EditorGUI"
"RedirectCustomPropertyDrawerAttribute",hereda,"Attribute"
"DummyPropertyDrawer",hereda,"PropertyDrawer"
"DummyPropertyDrawer",usa,"SerializedProperty"
"DummyPropertyDrawer",usa,"EditorGUI"
"PropertyDrawerWithErrorHandling",hereda,"PropertyDrawer"
"PropertyDrawerWithErrorHandling",usa,"SerializedProperty"
"PropertyDrawerWithErrorHandling",usa,"Entry"
"PropertyDrawerWithErrorHandling",usa,"EditorGUI"
"PropertyDrawerWithErrorHandling",usa,"EditorGUIUtility"
"PropertyDrawerWithErrorHandling",usa,"FusionEditorGUI"
"PropertyDrawerWithErrorHandling",usa,"UnityInternal"
"RangeExAttributeDrawer",hereda,"PropertyDrawerWithErrorHandling"
"RangeExAttributeDrawer",usa,"SerializedProperty"
"RangeExAttributeDrawer",usa,"EditorGUI"
"RangeExAttributeDrawer",usa,"FusionEditorGUI"
"RangeExAttributeDrawer",usa,"PropertyScope"
"RangeExAttributeDrawer",usa,"EditorGUIUtility"
"RangeExAttributeDrawer",usa,"LabelWidthScope"
"RangeExAttributeDrawer",usa,"IndentLevelScope"
"PropertyDrawerForArrayWorkaround",usa,"ReadOnlyAttributeDrawer"
"ReadOnlyAttributeDrawer",hereda,"DecoratingPropertyAttributeDrawer"
"ReadOnlyAttributeDrawer",implementa,"INonApplicableOnArrayElements"
"ReadOnlyAttributeDrawer",usa,"SerializedProperty"
"ReadOnlyAttributeDrawer",usa,"EditorApplication"
"ReadOnlyAttributeDrawer",usa,"EditorGUI"
"ReadOnlyAttributeDrawer",usa,"DisabledGroupScope"
"ScenePathAttributeDrawer",hereda,"PropertyDrawerWithErrorHandling"
"ScenePathAttributeDrawer",usa,"SerializedProperty"
"ScenePathAttributeDrawer",usa,"AssetDatabase"
"ScenePathAttributeDrawer",usa,"FusionEditorGUI"
"ScenePathAttributeDrawer",usa,"PropertyScope"
"ScenePathAttributeDrawer",usa,"EditorGUI"
"ScriptFieldDrawer",hereda,"PropertyDrawer"
"ScriptFieldDrawer",usa,"SerializedProperty"
"ScriptFieldDrawer",usa,"EditorGUI"
"ScriptFieldDrawer",usa,"FusionEditorGUI"
"ScriptFieldDrawer",usa,"FusionEditorSkin"
"ScriptFieldDrawer",usa,"EnabledScope"
"ScriptFieldDrawer",usa,"EditorGUIUtility"
"ScriptFieldDrawer",usa,"Event"
"ScriptFieldDrawer",usa,"AssetDatabase"
"ScriptFieldDrawer",usa,"FusionCodeDoc"
"SerializableTypeDrawer",hereda,"PropertyDrawerWithErrorHandling"
"SerializableTypeDrawer",usa,"SerializedProperty"
"SerializableTypeDrawer",usa,"EditorGUI"
"SerializableTypeDrawer",usa,"FusionEditorGUI"
"SerializeReferenceTypePickerAttributeDrawer",hereda,"DecoratingPropertyAttributeDrawer"
"SerializeReferenceTypePickerAttributeDrawer",usa,"SerializedProperty"
"SerializeReferenceTypePickerAttributeDrawer",usa,"EditorGUIUtility"
"SerializeReferenceTypePickerAttributeDrawer",usa,"EditorGUI"
"SerializeReferenceTypePickerAttributeDrawer",usa,"FusionEditorGUI"
"SerializeReferenceTypePickerAttributeDrawer",usa,"FusionEditorGUIDisplayTypePickerMenuFlags"
"PropertyDrawerForArrayWorkaround",usa,"SpaceAfterAttributeDrawer"
"SpaceAfterAttributeDrawer",hereda,"DecoratingPropertyAttributeDrawer"
"SpaceAfterAttributeDrawer",implementa,"INonApplicableOnArrayElements"
"SpaceAfterAttributeDrawer",usa,"SerializedProperty"
"ToggleLeftAttributeDrawer",hereda,"PropertyDrawer"
"ToggleLeftAttributeDrawer",usa,"SerializedProperty"
"ToggleLeftAttributeDrawer",usa,"EditorGUI"
"UnitAttributeDrawer",hereda,"DecoratingPropertyAttributeDrawer"
"UnitAttributeDrawer",usa,"SerializedProperty"
"UnitAttributeDrawer",usa,"FusionPropertyDrawerMetaAttribute"
"UnitAttributeDrawer",usa,"EditorGUIUtility"
"UnitAttributeDrawer",usa,"FusionEditorGUI"
"UnityAssetGuidAttributeDrawer",hereda,"PropertyDrawerWithErrorHandling"
"UnityAssetGuidAttributeDrawer",usa,"SerializedProperty"
"UnityAssetGuidAttributeDrawer",usa,"FusionEditorGUI"
"UnityAssetGuidAttributeDrawer",usa,"PropertyScopeWithPrefixLabel"
"UnityAssetGuidAttributeDrawer",usa,"EditorGUI"
"UnityAssetGuidAttributeDrawer",usa,"AssetDatabase"
"UnityAssetGuidAttributeDrawer",usa,"EnabledScope"
"UnityAssetGuidAttributeDrawer",usa,"EditorGUIUtility"
"UnityAssetGuidAttributeDrawer",usa,"PropertyScope"
"UnityResourcePathAttributeDrawer",hereda,"PropertyDrawerWithErrorHandling"
"UnityResourcePathAttributeDrawer",usa,"SerializedProperty"
"UnityResourcePathAttributeDrawer",usa,"FusionEditorGUI"
"UnityResourcePathAttributeDrawer",usa,"PropertyScopeWithPrefixLabel"
"UnityResourcePathAttributeDrawer",usa,"EditorGUI"
"UnityResourcePathAttributeDrawer",usa,"AssetDatabase"
"UnityResourcePathAttributeDrawer",usa,"EnabledScope"
"UnityResourcePathAttributeDrawer",usa,"EditorGUIUtility"
"PropertyDrawerForArrayWorkaround",usa,"WarnIfAttributeDrawer"
"WarnIfAttributeDrawer",hereda,"MessageIfDrawerBase"
"WarnIfAttributeDrawer",usa,"FusionEditorSkin"
"FusionHierarchyWindowOverlay",usa,"EditorApplication"
"FusionHierarchyWindowOverlay",usa,"EditorGUIUtility"
"FusionHierarchyWindowOverlay",usa,"EditorUtility"
"FusionHierarchyWindowOverlay",usa,"EditorGUI"
"FusionSceneSetupAssistants",usa,"FusionAssistants"
"FusionSceneSetupAssistants",usa,"FusionBootstrap"
"FusionSceneSetupAssistants",usa,"RunnerVisibilityLink"
"FusionUnitySurrogateBaseWrapper",hereda,"ScriptableObject"
"FusionUnitySurrogateBaseWrapper",usa,"SerializedProperty"
"NetworkBehaviourEditor",hereda,"BehaviourEditor"
"NetworkBehaviourEditor",usa,"EditorGUI"
"NetworkBehaviourEditor",usa,"FusionEditorGUI"
"NetworkBehaviourEditor",usa,"WarningScope"
"NetworkMecanimAnimatorBaker",usa,"AnimatorControllerTools"
"NetworkMecanimAnimatorBaker",usa,"EditorUtility"
"NetworkObjectBakerEditTime",hereda,"NetworkObjectBaker"
"NetworkObjectBakerEditTime",usa,"NetworkObjectBakerEditTimeHandlerAttribute"
"NetworkObjectBakerEditTime",usa,"EditorUtility"
"NetworkObjectBakerEditTime",usa,"HashCodeUtilities"
"NetworkObjectBakerEditTimeHandlerAttribute",hereda,"Attribute"
"NetworkObjectEditor",hereda,"BehaviourEditor"
"NetworkObjectEditor",usa,"NetworkProjectConfigUtilities"
"NetworkObjectEditor",usa,"FusionEditorGUI"
"NetworkObjectEditor",usa,"AssetDatabase"
"NetworkObjectEditor",usa,"AssetDatabaseUtils"
"NetworkObjectEditor",usa,"WarningScope"
"NetworkObjectEditor",usa,"EditorGUI"
"NetworkObjectEditor",usa,"EditorApplication"
"NetworkObjectEditor",usa,"BoxScope"
"NetworkObjectEditor",usa,"EditorUtility"
"NetworkObjectEditor",usa,"ShowMixedValueScope"
"NetworkObjectEditor",usa,"EditorGUIUtility"
"NetworkObjectEditor",usa,"IndentLevelScope"
"NetworkObjectPostprocessor",hereda,"AssetPostprocessor"
"NetworkObjectPostprocessor",usa,"NetworkObjectBakePrefabArgs"
"NetworkObjectPostprocessor",usa,"NetworkObjectBakeSceneArgs"
"NetworkObjectPostprocessor",usa,"EditorApplication"
"NetworkObjectPostprocessor",usa,"AssetDatabase"
"NetworkObjectPostprocessor",usa,"AssetDatabaseUtils"
"NetworkObjectPostprocessor",usa,"NetworkProjectConfigImporter"
"NetworkObjectPostprocessor",usa,"NetworkObjectBaker"
"NetworkObjectPostprocessor",usa,"NetworkObjectBakerEditTime"
"NetworkObjectPostprocessor",usa,"FusionAssistants"
"NetworkObjectBakePrefabArgs",usa,"NetworkObjectBaker"
"NetworkObjectBakeSceneArgs",usa,"NetworkObjectBaker"
"INetworkAssetSourceFactory",usa,"NetworkAssetSourceFactoryContext"
"NetworkAssetSourceFactory",usa,"INetworkAssetSourceFactory"
"NetworkAssetSourceFactory",usa,"NetworkAssetSourceFactoryContext"
"NetworkAssetSourceFactoryStatic",usa,"NetworkAssetSourceFactoryContext"
"NetworkAssetSourceFactoryStatic",usa,"NetworkPrefabSourceStaticLazy"
"NetworkAssetSourceFactoryResource",usa,"NetworkAssetSourceFactoryContext"
"NetworkAssetSourceFactoryResource",usa,"NetworkPrefabSourceResource"
"NetworkRunnerEditor",hereda,"BehaviourEditor"
"NetworkRunnerEditor",usa,"EditorApplication"
"NetworkRunnerEditor",usa,"RunnerEnableVisibility"
"NetworkTRSPEditor",hereda,"NetworkBehaviourEditor"
"NetworkTRSPEditor",usa,"EditorGUI"
"PhotonAppSettingsEditor",hereda,"Editor"
"PhotonAppSettingsEditor",usa,"FusionEditorGUI"
"PhotonAppSettingsEditor",usa,"EditorGUIUtility"
"FusionStatisticsEditor",hereda,"Editor"
"FusionStatisticsEditor",usa,"FusionStatistics"
"FusionStatisticsEditor",usa,"EditorGUI"
"AnimatorControllerTools",usa,"EditorUtility"
"AssetDatabaseUtils",usa,"AssetDatabase"
"FusionEditorGUI",usa,"EditorGUI"
"FusionEditorGUI",usa,"IndentLevelScope"
"FusionEditorGUI",usa,"SerializedProperty"
"FusionEditorGUI",usa,"Event"
"FusionEditorGUI",usa,"HashCodeUtilities"
"NetworkProjectConfigUtilities",usa,"EditorApplication"
"NetworkProjectConfigUtilities",usa,"FusionGlobalScriptableObjectUtils"
"NetworkProjectConfigUtilities",usa,"AssetDatabase"
"NetworkProjectConfigUtilities",usa,"AssetDatabaseUtils"
"NetworkProjectConfigUtilities",usa,"NetworkProjectConfigImporter"
"NetworkProjectConfigUtilities",usa,"EditorGUIUtility"
"NetworkProjectConfigUtilities",usa,"PathUtils"
"FusionStatsWorldAnchor",hereda,"MonoBehaviour"
"FusionStatsWorldAnchor",usa,"FusionStatsConfig"
"FusionStatsWorldAnchor",usa,"FusionStatsCanvas"
"FusionStatsPanelHeader",hereda,"MonoBehaviour"
"FusionStatsPanelHeader",usa,"FusionStatsGraphDefault"
"FusionStatsPanelHeader",usa,"RenderSimStats"
"FusionStatsPanelHeader",usa,"FusionStatistics"
"FusionStatsPanelHeader",usa,"FusionStatisticsStatCustomConfig"
"FusionStatsGraphDefault",hereda,"FusionStatsGraphBase"
"FusionStatsGraphDefault",usa,"RenderSimStats"
"FusionStatsGraphDefault",usa,"FusionStatisticsHelper"
"FusionStatsGraphDefault",usa,"FusionStatistics"
"FusionStatsGraphDefault",usa,"FusionStatisticsStatCustomConfig"
"FusionStatsConfig",hereda,"MonoBehaviour"
"FusionStatsConfig",usa,"FusionStatistics"
"FusionStatsCanvas",hereda,"MonoBehaviour"
"FusionStatsCanvas",implementa,"IDragHandler"
"FusionStatsCanvas",implementa,"IEndDragHandler"
"FusionStatsCanvas",implementa,"IBeginDragHandler"
"FusionStatsCanvas",usa,"FusionStatsPanelHeader"
"FusionStatsCanvas",usa,"FusionStatsConfig"
"FusionStatsCanvas",usa,"CanvasAnchor"
"FusionStatsCanvas",usa,"DragMode"
"FusionStatsCanvas",usa,"FusionStatistics"
"FusionStatsCanvas",usa,"FusionStatisticsHelper"
"FusionStatsCanvas",usa,"InputButton"
"FusionStatistics",hereda,"SimulationBehaviour"
"FusionStatistics",implementa,"ISpawned"
"FusionStatistics",usa,"FusionStatsGraphBase"
"FusionStatistics",usa,"FusionNetworkObjectStatsGraphCombine"
"FusionStatistics",usa,"FusionStatsPanelHeader"
"FusionStatistics",usa,"FusionStatsConfig"
"FusionStatistics",usa,"FusionStatsCanvas"
"FusionStatistics",usa,"FusionNetworkObjectStatistics"
"FusionStatistics",usa,"RenderSimStats"
"FusionStatistics",usa,"CanvasAnchor"
"FusionStatistics",usa,"FusionStatisticsStatCustomConfig"
"FusionStatistics",usa,"FusionBasicBillboard"
"FusionStatistics",usa,"FusionStatsWorldAnchor"
"FusionStatisticsStatCustomConfig",usa,"RenderSimStats"
"FusionNetworkObjectStatsGraphCombine",hereda,"MonoBehaviour"
"FusionNetworkObjectStatsGraphCombine",usa,"NetworkObjectStat"
"FusionNetworkObjectStatsGraphCombine",usa,"FusionNetworkObjectStatsGraph"
"FusionNetworkObjectStatsGraphCombine",usa,"FusionStatistics"
"FusionNetworkObjectStatsGraphCombine",usa,"FusionNetworkObjectStatistics"
"FusionNetworkObjectStatsGraph",hereda,"FusionStatsGraphBase"
"FusionNetworkObjectStatsGraph",usa,"NetworkObjectStat"
"FusionNetworkObjectStatsGraph",usa,"FusionNetworkObjectStatsGraphCombine"
"Torreta",hereda,"MonoBehaviour"
"Torreta",usa,"GameManager"
"SistemaPuntaje",hereda,"MonoBehaviour"
"SenalizacionDeEnemigos",hereda,"MonoBehaviour"
"Prueba_de_color",hereda,"MonoBehaviour"
"PickUp",hereda,"MonoBehaviour"
"PickUp",usa,"UnitController"
"PickUp",usa,"UnitTeam"
"Obstaculo",hereda,"MonoBehaviour"
"MenuVictoria",hereda,"MonoBehaviour"
"IndicadorEnemigos",hereda,"MonoBehaviour"
"IndicadorEnemigos",usa,"GameManager"
"Ideasypseudocodigos",hereda,"MonoBehaviour"
"GestorTexto",hereda,"MonoBehaviour"
"CodigoDeInicio",hereda,"MonoBehaviour"
"CodigoDeInicio",usa,"BD_Audios"
"Camara",hereda,"MonoBehaviour"
"BD_Audios",hereda,"MonoBehaviour"
"BD_Audios",usa,"CoroutineHelper"
"CoroutineHelper",hereda,"MonoBehaviour"
"GameEventBus",hereda,"ScriptableObject"
"MatchNetworkController",hereda,"NetworkBehaviour"
"MatchNetworkController",usa,"MatchController"
"MatchNetworkController",usa,"GameEventBus"
"MatchNetworkController",usa,"RedesLog"
"MatchNetworkController",usa,"MatchResult"
"MatchNetworkController",usa,"GameFlowController"
"TerrainModel",hereda,"MonoBehaviour"
"PlayerModel",usa,"GameConstants"
"GameStateModel",usa,"GamePhase"
"RoomSessionHandler",implementa,"ISessionListHandler"
"RoomSessionHandler",usa,"HostNetworkService"
"RoomSessionHandler",usa,"NetworkSceneManagerDefault"
"RoomSessionHandler",usa,"RedesLog"
"RoomSessionHandler",usa,"GameConstants"
"PlayerSpawner",hereda,"MonoBehaviour"
"PlayerSpawner",usa,"RedesLog"
"NetworkInputData",implementa,"INetworkInput"
"HostNetworkService",hereda,"MonoBehaviour"
"HostNetworkService",implementa,"INetworkService"
"HostNetworkService",implementa,"INetworkRunnerCallbacks"
"HostNetworkService",usa,"PlayerSpawner"
"HostNetworkService",usa,"RedesLog"
"HostNetworkService",usa,"NetworkSceneManagerDefault"
"HostNetworkService",usa,"GameConstants"
"HostNetworkService",usa,"ResultView"
"HostNetworkService",usa,"GameFlowController"
"HostNetworkService",usa,"NetworkInputData"
"HostNetworkService",usa,"InputButton"
"CentralizadorScripts",hereda,"EditorWindow"
"CentralizadorScripts",usa,"AssetDatabase"
"CentralizadorScripts",usa,"EditorUtility"
"ILWeaverException",hereda,"Exception"
"NetworkProjectConfigImporterEditor",hereda,"ScriptedImporterEditor"
"NetworkProjectConfigImporterEditor",usa,"NetworkProjectConfigImporter"
"NetworkProjectConfigImporterEditor",usa,"LogSettingsDrawer"
"NetworkProjectConfigImporterEditor",usa,"FusionEditorGUI"
"NetworkProjectConfigImporterEditor",usa,"EditorGUI"
"NetworkProjectConfigImporterEditor",usa,"NetworkPrefabsInspector"
"NetworkProjectConfigImporterEditor",usa,"EnabledScope"
"NetworkProjectConfigImporterEditor",usa,"NetworkProjectConfigUtilities"
"NetworkProjectConfigImporterEditor",usa,"EditorUtility"
"NetworkProjectConfigImporter",hereda,"ScriptedImporter"
"NetworkProjectConfigImporter",usa,"NetworkAssetSourceFactory"
"NetworkProjectConfigImporter",usa,"AssetDatabaseUtils"
"NetworkProjectConfigImporter",usa,"AssetDatabase"
"NetworkProjectConfigImporter",usa,"NetworkAssetSourceFactoryContext"
"NetworkProjectConfigImporter",usa,"FusionCustomDependency"
"Postprocessor",hereda,"AssetPostprocessor"
"Postprocessor",usa,"AssetDatabase"
"NetworkPrefabsInspector",hereda,"EditorWindow"
"NetworkPrefabsInspector",usa,"Grid"
"NetworkPrefabsInspector",usa,"EditorGUI"
"NetworkPrefabsInspector",usa,"FusionGridItem"
"NetworkPrefabsInspector",usa,"AssetDatabase"
"NetworkPrefabsInspector",usa,"NetworkProjectConfigUtilities"
"NetworkPrefabsInspector",usa,"LoadState"
"NetworkPrefabsInspector",usa,"GridItem"
"NetworkPrefabsInspector",usa,"Column"
"NetworkPrefabsInspector",usa,"FusionEditorSkin"
"NetworkPrefabsInspector",usa,"FusionEditorGUI"
"NetworkPrefabsInspector",usa,"ContentColorScope"
"NetworkPrefabsInspector",usa,"INetworkPrefabSourceDrawer"
"NetworkPrefabsInspector",usa,"EditorUtility"
"NetworkPrefabsInspector",usa,"FusionGrid"
"InspectorTreeViewState",hereda,"TreeViewState"
"GridItem",hereda,"FusionGridItem"
"GridItem",usa,"AssetDatabase"
"GridItem",usa,"NetworkProjectConfigUtilities"
"GridItem",usa,"LoadState"
"Grid",hereda,"FusionGrid"
"Grid",usa,"GridItem"
"Grid",usa,"Column"
"Grid",usa,"FusionEditorSkin"
"Grid",usa,"LoadState"
"Grid",usa,"FusionEditorGUI"
"Grid",usa,"ContentColorScope"
"Grid",usa,"EditorGUI"
"Grid",usa,"INetworkPrefabSourceDrawer"
"Grid",usa,"EditorUtility"
"FusionWeaverTriggerImporter",hereda,"ScriptedImporter"
"FusionWeaverTriggerImporter",usa,"NetworkProjectConfigImporter"
"FusionWeaverTriggerImporter",usa,"ILWeaverUtils"
"FusionWeaverTriggerImporter",usa,"FusionCustomDependency"
"FusionWeaverTriggerImporter",usa,"EditorApplication"
"FusionWeaverTriggerImporter",usa,"NetworkProjectConfigUtilities"
"Postprocessor",hereda,"AssetPostprocessor"
"Postprocessor",usa,"NetworkProjectConfigImporter"
